"id","market","strategy","status","outcome","execution_mode","quality_gate_status","quality_gate_reasons","entry_at","exit_at","side","entry","stop","target","net_pnl","r_multiple","risk","cost_r","fees","slippage","mfe_r","mae_r","exit_reason","quality_score","trend_score","regime"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:SOL-EUR:SOL-EUR:mtf:1h:resistance:62","SOL-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T15:09:53.987Z","2026-06-26T15:39:54.590Z","long","62.35","61.99","62.9","5.04","1.01","5","0.52","1.73","0.87","2.21","-0.9","Take Profit","0.4794","0.5347","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:ETH-EUR:ETH-EUR:mtf:1h:resistance:346","ETH-EUR","scout_touch_rejection","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-27T17:34:32.864Z","2026-06-27T17:39:33.166Z","short","1396.48","1397.77","1394.55","-21.24","-4.25","5","3.25","10.83","5.41","0","-2.6","Stop Loss","0.4307","0.4704","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:ETH-EUR:ETH-EUR:mtf:1h:resistance:346","ETH-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-27T17:04:32.274Z","2026-06-27T17:14:32.475Z","long","1396.68","1395.46","1398.5","-9.71","-1.94","5","3.43","11.45","5.72","2.39","0","Take Profit","0.4309","0.5307","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:ETH-EUR:ETH-EUR:mtf:1h:resistance:346","ETH-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-27T17:04:32.274Z","2026-06-27T17:14:32.475Z","short","1396.68","1398.69","1393.67","-15.42","-3.08","5","2.08","6.95","3.47","0","-1.45","Stop Loss","0.4394","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:ETH-EUR:ETH-EUR:mtf:1h:resistance:346","ETH-EUR","mean_reversion","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-27T17:34:32.864Z","2026-06-27T17:39:33.166Z","short","1396.48","1397.77","1394.55","-21.24","-4.25","5","3.25","10.83","5.41","0","-2.6","Stop Loss","0.3943","0.3617","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:ETH-EUR:ETH-EUR:mtf:1h:resistance:346","ETH-EUR","liquidity_sweep_fade","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-27T17:34:32.864Z","2026-06-27T17:39:33.166Z","short","1396.48","1397.77","1394.55","-21.24","-4.25","5","3.25","10.83","5.41","0","-2.6","Stop Loss","0.4112","0.3617","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:ETH-EUR:ETH-EUR:mtf:1h:resistance:346","ETH-EUR","volatility_breakout","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-27T17:04:32.274Z","2026-06-27T17:14:32.475Z","long","1396.68","1395.46","1398.5","-9.71","-1.94","5","3.43","11.45","5.72","2.39","0","Take Profit","0.4309","0.5307","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:ETH-EUR:ETH-EUR:mtf:1h:resistance:346","ETH-EUR","range_bounce","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-27T17:34:32.864Z","2026-06-27T17:39:33.166Z","short","1396.48","1397.77","1394.55","-21.24","-4.25","5","3.25","10.83","5.41","0","-2.6","Stop Loss","0.3943","0.3617","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:SOL-EUR:SOL-EUR:mtf:1h:resistance:64","SOL-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T20:04:40.282Z","2026-06-26T20:10:01.077Z","short","64.34","64.44","64.18","-1.65","-0.33","5","1.93","6.43","3.22","1.9","0","Take Profit","0.3776","0.3911","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:SOL-EUR:SOL-EUR:mtf:1h:resistance:64","SOL-EUR","range_bounce","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T19:09:59.587Z","2026-06-26T19:35:02.999Z","short","64.26","64.64","63.69","-7.54","-1.51","5","0.51","1.69","0.85","0.24","-1.3","Stop Loss","0.4559","0.4078","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:htf:4h:support:125","BTC-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T22:13:04.077Z","2026-06-26T22:58:05.469Z","long","52541","52439.76","52692.85","-0.28","-0.06","5","1.56","5.19","2.59","1.65","-0.04","Take Profit","0.3769","0.3774","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:125","BTC-EUR","breakout_retest","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T22:08:03.980Z","2026-06-26T22:18:04.180Z","short","52489","52591.95","52334.57","-12.65","-2.53","5","1.53","5.1","2.55","0","-1.06","Stop Loss","0.4005","0.4211","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:125","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T22:08:03.980Z","2026-06-26T22:18:04.180Z","long","52489","52420.78","52591.34","-4.04","-0.81","5","2.31","7.69","3.85","1.6","0","Take Profit","0.3891","0.5714","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:htf:4h:support:125","BTC-EUR","mean_reversion","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-27T00:33:07.677Z","2026-06-27T01:33:09.078Z","long","52592","52495.92","52736.12","-8.21","-1.64","5","1.64","5.47","2.74","1.02","-0.33","Break Even","0.3599","0.3784","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:htf:4h:support:125","BTC-EUR","liquidity_sweep_fade","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-27T00:33:07.677Z","2026-06-27T01:33:09.078Z","long","52592","52495.92","52736.12","-8.21","-1.64","5","1.64","5.47","2.74","1.02","-0.33","Break Even","0.3718","0.3784","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:htf:4h:support:125","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T22:13:04.077Z","2026-06-26T22:58:05.469Z","long","52541","52439.76","52692.85","-0.28","-0.06","5","1.56","5.19","2.59","1.65","-0.04","Take Profit","0.3547","0.3198","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:125","BTC-EUR","volatility_breakout","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T22:08:03.980Z","2026-06-26T22:18:04.180Z","short","52489","52591.95","52334.57","-12.65","-2.53","5","1.53","5.1","2.55","0","-1.06","Stop Loss","0.4005","0.4211","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:ETH-EUR:ETH-EUR:mtf:1h:support:297","ETH-EUR","scout_touch_rejection","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T05:27:36.697Z","2026-06-26T05:43:40.595Z","long","1367.98","1365.94","1371.04","-15.06","-3.01","5","2.01","6.71","3.35","0.13","-1.51","Stop Loss","0.3879","0.5473","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:ETH-EUR:ETH-EUR:mtf:1h:support:297","ETH-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T05:43:40.595Z","2026-06-26T06:03:42.557Z","short","1364.89","1368.01","1360.21","0.94","0.19","5","1.31","4.37","2.19","2.03","-0.52","Take Profit","0.443","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:ETH-EUR:ETH-EUR:mtf:1h:support:297","ETH-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T05:27:36.697Z","2026-06-26T05:43:40.595Z","long","1367.98","1365.94","1371.04","-15.06","-3.01","5","2.01","6.71","3.35","0.13","-1.51","Stop Loss","0.4249","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:ETH-EUR:ETH-EUR:mtf:1h:support:297","ETH-EUR","mean_reversion","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T14:08:52.382Z","2026-06-26T14:13:52.661Z","long","1367.95","1365.67","1371.37","-1.5","-0.3","5","1.8","6","3","2.1","0","Take Profit","0.3225","0.3806","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:ETH-EUR:ETH-EUR:mtf:1h:support:297","ETH-EUR","liquidity_sweep_fade","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T14:08:52.382Z","2026-06-26T14:13:52.661Z","long","1367.95","1365.67","1371.37","-1.5","-0.3","5","1.8","6","3","2.1","0","Take Profit","0.3361","0.3806","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:ETH-EUR:ETH-EUR:mtf:1h:support:297","ETH-EUR","range_bounce","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T05:27:36.697Z","2026-06-26T05:43:40.595Z","long","1367.98","1365.94","1371.04","-15.06","-3.01","5","2.01","6.71","3.35","0.13","-1.51","Stop Loss","0.3439","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:ETH-EUR:ETH-EUR:mtf:1h:support:297","ETH-EUR","volatility_breakout","closed_win","win","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T05:43:40.595Z","2026-06-26T06:03:42.557Z","short","1364.89","1368.01","1360.21","0.94","0.19","5","1.31","4.37","2.19","2.03","-0.52","Take Profit","0.443","0.681","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:htf:4h:support:124","BTC-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T21:38:03.473Z","2026-06-26T21:43:03.588Z","long","52537","52448.36","52669.95","-1.39","-0.28","5","1.78","5.93","2.96","1.62","0","Take Profit","0.3886","0.5075","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:124","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T21:38:03.473Z","2026-06-26T21:43:03.588Z","long","52537","52448.36","52669.95","-1.39","-0.28","5","1.78","5.93","2.96","1.62","0","Take Profit","0.4247","0.6591","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:htf:4h:support:124","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T21:38:03.473Z","2026-06-26T21:43:03.588Z","long","52537","52448.36","52669.95","-1.39","-0.28","5","1.78","5.93","2.96","1.62","0","Take Profit","0.3534","0.3784","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:405","BTC-EUR","scout_touch_rejection","closed_win","win","primary","passed","","2026-06-26T14:57:53.672Z","2026-06-26T15:27:54.485Z","long","52191","51874.29","52666.07","5.03","1.01","5","0.49","1.65","0.82","2","0","Take Profit","0.6288","0.7133","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:405","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T14:57:53.672Z","2026-06-26T15:27:54.485Z","long","52191","51874.29","52666.07","5.03","1.01","5","0.49","1.65","0.82","2","0","Take Profit","0.6386","0.7723","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:405","BTC-EUR","range_bounce","closed_win","win","shadow_correlated_duplicate","passed","","2026-06-26T14:57:53.672Z","2026-06-26T15:27:54.485Z","long","52191","51874.29","52666.07","5.03","1.01","5","0.49","1.65","0.82","2","0","Take Profit","0.6295","0.714","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:412","BTC-EUR","scout_touch_rejection","closed_win","win","primary","passed","","2026-06-26T14:57:53.672Z","2026-06-26T15:27:54.485Z","long","52191","51876.64","52662.55","5.01","1","5","0.5","1.66","0.83","2.01","0","Take Profit","0.6278","0.7133","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:412","BTC-EUR","momentum_continuation","closed_win","win","primary","passed","","2026-06-26T14:47:53.549Z","2026-06-26T15:27:54.485Z","long","52192","51876.64","52665.05","5.02","1","5","0.5","1.65","0.83","2","-0.19","Take Profit","0.6451","0.7723","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:412","BTC-EUR","range_bounce","closed_win","win","shadow_correlated_duplicate","passed","","2026-06-26T14:57:53.672Z","2026-06-26T15:27:54.485Z","long","52191","51876.64","52662.55","5.01","1","5","0.5","1.66","0.83","2.01","0","Take Profit","0.6285","0.714","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:409","BTC-EUR","scout_touch_rejection","closed_win","win","primary","passed","","2026-06-26T14:57:53.672Z","2026-06-26T15:27:54.485Z","long","52191","51875.62","52664.08","5.02","1","5","0.5","1.65","0.83","2.01","0","Take Profit","0.6279","0.7133","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:409","BTC-EUR","range_bounce","closed_win","win","shadow_correlated_duplicate","passed","","2026-06-26T14:57:53.672Z","2026-06-26T15:27:54.485Z","long","52191","51875.62","52664.08","5.02","1","5","0.5","1.65","0.83","2.01","0","Take Profit","0.6287","0.714","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:htf:4h:support:128","BTC-EUR","scout_touch_rejection","closed_timeout","timeout","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T15:27:54.485Z","2026-06-26T20:28:01.686Z","long","52784","52081.95","53837.07","-3.86","-0.77","5","0.23","0.75","0.38","0.25","-0.79","Timeout","0.5489","0.5243","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:htf:4h:support:128","BTC-EUR","range_bounce","closed_timeout","timeout","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T15:27:54.485Z","2026-06-26T20:28:01.686Z","long","52784","52081.95","53837.07","-3.86","-0.77","5","0.23","0.75","0.38","0.25","-0.79","Timeout","0.5456","0.5079","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:432","BTC-EUR","momentum_continuation","closed_loss","break_even","primary","passed","","2026-06-26T15:07:53.852Z","2026-06-26T18:47:59.183Z","long","52375","51883.65","53112.02","-1.6","-0.32","5","0.32","1.07","0.53","1.19","-0.13","Break Even","0.6443","0.772","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:117","BTC-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T18:27:58.767Z","2026-06-26T18:47:59.183Z","short","52518","52653.94","52314.09","1.71","0.34","5","1.16","3.86","1.93","1.52","0","Take Profit","0.4367","0.6591","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:117","BTC-EUR","volatility_breakout","closed_win","win","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T18:27:58.767Z","2026-06-26T18:47:59.183Z","short","52518","52653.94","52314.09","1.71","0.34","5","1.16","3.86","1.93","1.52","0","Take Profit","0.4367","0.6591","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:117","BTC-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-26T17:52:57.871Z","2026-06-26T18:32:58.877Z","long","52630","52492.49","52836.26","-10.74","-2.15","5","1.15","3.83","1.91","0.71","-1.37","Stop Loss","0.4297","0.6591","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:392","BTC-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51985.11","52182.33","-2.4","-0.48","5","1.98","6.6","3.3","6.93","0","Take Profit","0.3829","0.5473","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:392","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51985.11","52182.33","-2.4","-0.48","5","1.98","6.6","3.3","6.93","0","Take Profit","0.4199","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:mtf:1h:support:392","BTC-EUR","mean_reversion","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51985.11","52182.33","-2.4","-0.48","5","1.98","6.6","3.3","6.93","0","Take Profit","0.3389","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:mtf:1h:support:392","BTC-EUR","liquidity_sweep_fade","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51985.11","52182.33","-2.4","-0.48","5","1.98","6.6","3.3","6.93","0","Take Profit","0.3558","0.3963","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:392","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51985.11","52182.33","-2.4","-0.48","5","1.98","6.6","3.3","6.93","0","Take Profit","0.3389","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:383","BTC-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.84","52182.74","-2.37","-0.47","5","1.97","6.58","3.29","6.91","0","Take Profit","0.3833","0.5473","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:383","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.84","52182.74","-2.37","-0.47","5","1.97","6.58","3.29","6.91","0","Take Profit","0.4203","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:mtf:1h:support:383","BTC-EUR","mean_reversion","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.84","52182.74","-2.37","-0.47","5","1.97","6.58","3.29","6.91","0","Take Profit","0.3393","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:mtf:1h:support:383","BTC-EUR","liquidity_sweep_fade","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.84","52182.74","-2.37","-0.47","5","1.97","6.58","3.29","6.91","0","Take Profit","0.3562","0.3963","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:383","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.84","52182.74","-2.37","-0.47","5","1.97","6.58","3.29","6.91","0","Take Profit","0.3393","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:385","BTC-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.67","52182.99","-2.34","-0.47","5","1.97","6.56","3.28","6.9","0","Take Profit","0.3831","0.5473","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:385","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.67","52182.99","-2.34","-0.47","5","1.97","6.56","3.28","6.9","0","Take Profit","0.4201","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:385","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.67","52182.99","-2.34","-0.47","5","1.97","6.56","3.28","6.9","0","Take Profit","0.3391","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:391","BTC-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.52","52183.22","-2.33","-0.47","5","1.97","6.55","3.28","6.88","0","Take Profit","0.3827","0.5473","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:391","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.52","52183.22","-2.33","-0.47","5","1.97","6.55","3.28","6.88","0","Take Profit","0.4197","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:391","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.52","52183.22","-2.33","-0.47","5","1.97","6.55","3.28","6.88","0","Take Profit","0.3387","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:390","BTC-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.62","52183.07","-2.34","-0.47","5","1.97","6.56","3.28","6.89","0","Take Profit","0.3828","0.5473","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:390","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.62","52183.07","-2.34","-0.47","5","1.97","6.56","3.28","6.89","0","Take Profit","0.4198","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:390","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.62","52183.07","-2.34","-0.47","5","1.97","6.56","3.28","6.89","0","Take Profit","0.3388","0.3963","Range"
